codigo_tuss;codigo_cbhpm;descricao;porte;custo_operacional_uco;pagina_publicacao
30722861;3.07.22.86-1;Tratamento cirúrgico da sindactilia múltipla com emprego de expansor - por estágio;9A;;70
30722870;3.07.22.87-0;Tratamento da doença de Kiembuck com transplante vascularizado;5B;;70
30722888;3.07.22.88-8;Tratamento da pseudoartrose do escafóide com transplante ósseo vascularizado e fixação com;10A;;70
30723019;3.07.23.01-9;Biópsia cirúrgica de cintura pélvica;3B;;70
30723027;3.07.23.02-7;Desarticulação interílio abdominal - tratamento cirúrgico;11A;;70
30723043;3.07.23.04-3;Fratura/luxação com fixador externo - tratamento cirúrgico;8A;;70
30723051;3.07.23.05-1;Fraturas e/ou luxações do anel pélvico (com uma ou mais abordagens) - tratamento cirúrgico;9C;;70
30723060;3.07.23.06-0;Fraturas e/ou luxações do anel pélvico - redução incruenta;2C;;70
30723078;3.07.23.07-8;Osteomielite ao nível da pelve - tratamento cirúrgico;8A;;70
30723086;3.07.23.08-6;Osteotomias / artrodeses - tratamento cirúrgico;9A;;70
30724015;3.07.24.01-5;Artrite séptica - tratamento cirúrgico;7A;;70
30724023;3.07.24.02-3;Artrodese / fratura de acetábulo (ligamentotaxia) com fixador externo;8B;;70
30724031;3.07.24.03-1;Artrodese coxo-femoral em geral - tratamento cirúrgico;9B;;70
30724058;3.07.24.05-8;Artroplastia (qualquer técnica ou versão de quadril) - tratamento cirúrgico;11C;;71
30724066;3.07.24.06-6;Artroplastia de quadril infectada (retirada dos componentes) - tratamento cirúrgico;9B;;71
30724074;3.07.24.07-4;Artroplastia de ressecção do quadril (Girdlestone) - tratamento cirúrgico;8C;;71
30724082;3.07.24.08-2;Artroplastia parcial do quadril (tipo Thompson ou qualquer técnica) - tratamento cirúrgico;8C;;71
30724090;3.07.24.09-0;Artrotomia de quadril infectada (incisão e drenagem de artrite séptica) sem retirada de co;7C;;71
30724104;3.07.24.10-4;Artrotomia coxo-femoral - tratamento cirúrgico;7B;;71
30724112;3.07.24.11-2;Biópsia cirúrgica coxo-femoral;7A;;71
30724120;3.07.24.12-0;Desarticulação coxo-femoral - tratamento cirúrgico;9A;;71
30724139;3.07.24.13-9;Epifisiodese c/ abaixamento do grande trocanter - tratamento cirúrgico;7C;;71
30724147;3.07.24.14-7;Epifisiolistese proximal de fêmur (fixação “in situ”) - tratamento cirúrgico;8A;;71
30724155;3.07.24.15-5;Fratura de acetábulo (com uma ou mais abordagens) - tratamento cirúrgico;10C;;71
30724163;3.07.24.16-3;Fratura de acetábulo - redução incruenta;4C;;71
30724171;3.07.24.17-1;Fratura e/ou luxação e/ou avulsão coxo-femoral - redução incruenta;3B;;71
30724180;3.07.24.18-0;Fratura e/ou luxação e/ou avulsão coxo-femoral - tratamento cirúrgico;9A;;71
30724198;3.07.24.19-8;Luxação congênita de quadril (redução cirúrgica e osteotomia) - tratamento cirúrgico;9B;;71
30724201;3.07.24.20-1;Luxação congênita de quadril (redução cirúrgica simples) - tratamento cirúrgico;8B;;71
30724210;3.07.24.21-0;Luxação congênita de quadril (redução incruenta com ou sem tenotomia de adutores);7C;;71
30724228;3.07.24.22-8;Osteotomia - fixador externo;7C;;71
30724236;3.07.24.23-6;Osteotomias ao nível do colo ou região trocanteriana (Sugioka, Martin, Bombelli etc) - tra;9A;;71
30724244;3.07.24.24-4;Osteotomias supra-acetabulares (Chiari, Pemberton, “dial”, etc) - tratamento cirúrgico;8C;;71
30724252;3.07.24.25-2;Punção-biópsia coxo-femoral-artrocentese;3C;;71
30724279;3.07.24.27-9;Revisão de artroplastias de quadril com retirada de componentes e implante de prótese;12A;;72
30724287;3.07.24.28-7;Tratamento de necrose avascular por foragem de estaqueamento associada à necrose microcirú;8B;;72
30725011;3.07.25.01-1;Alongamento / transporte ósseo / pseudoartrose com fixador externo;8B;;72
30725020;3.07.25.02-0;Alongamento de fêmur - tratamento cirúrgico;8A;;72
30725038;3.07.25.03-8;Amputação ao nível da coxa - tratamento cirúrgico;8B;;72
30725046;3.07.25.04-6;Biópsia cirúrgica de fêmur;3C;;72
30725054;3.07.25.05-4;Correção de deformidade adquirida de fêmur com fixador externo;8B;;72
30725062;3.07.25.06-2;Descolamento epifisário (traumático ou não) - redução incruenta;3A;;72
30725070;3.07.25.07-0;Descolamento epifisário (traumático ou não) - tratamento cirúrgico;9A;;72
30725089;3.07.25.08-9;Encurtamento de fêmur - tratamento cirúrgico;8A;;72
30725097;3.07.25.09-7;Epifisiodese (por segmento) - tratamento cirúrgico;4C;;72
30725119;3.07.25.11-9;Fraturas de fêmur - redução incruenta;4C;;72
30725127;3.07.25.12-7;Fraturas de fêmur - tratamento cirúrgico;8B;;72
30725135;3.07.25.13-5;Fraturas, pseudartroses, correção de deformidades e alongamentos com fixador externo dinâm;8B;;72
30725143;3.07.25.14-3;Osteomielite de fêmur - tratamento cirúrgico;9C;;72
30725151;3.07.25.15-1;Pseudartroses e/ou osteotomias - tratamento cirúrgico;9C;;72
30725160;3.07.25.16-0;Tratamento cirúrgico de fraturas com fixador externo;8A;;72
30726018;3.07.26.01-8;Artrite séptica - tratamento cirúrgico;7A;;72
30726026;3.07.26.02-6;Artrodese de joelho - tratamento cirúrgico;8A;;72
30726034;3.07.26.03-4;Artroplastia total de joelho com implantes - tratamento cirúrgico;10B;;72
30726042;3.07.26.04-2;Artrotomia - tratamento cirúrgico;7A;;72
30726050;3.07.26.05-0;Biópsia cirúrgica de joelho;3C;;72
30726069;3.07.26.06-9;Desarticulação de joelho - tratamento cirúrgico;8B;;72
30726093;3.07.26.09-3;Fratura e/ou luxação de patela (inclusive osteocondral) - redução incruenta;3A;;73
30726107;3.07.26.10-7;Fratura e/ou luxação de patela - tratamento cirúrgico;7B;;73
30726115;3.07.26.11-5;Fraturas e/ou luxações ao nível do joelho - redução incruenta;2C;;73
30726123;3.07.26.12-3;Fraturas e/ou luxações ao nível do joelho - tratamento cirúrgico;8B;;73
30726131;3.07.26.13-1;Lesão aguda de ligamento colateral, associada a ligamento cruzado e menisco - tratamento c;8B;;73
30726140;3.07.26.14-0;Lesões agudas e/ou luxações de meniscos (1 ou ambos) - tratamento cirúrgico;8A;;73
30726158;3.07.26.15-8;Lesões complexas de joelho (fratura com lesão ligamentar e meniscal) - tratamento cirúrgic;8A;;73
30726166;3.07.26.16-6;Lesões intrínsecas de joelho (lesões condrais, osteocondrite dissecante, plica patológica,;8B;;73
30726174;3.07.26.17-4;Lesões ligamentares agudas - tratamento incruento;2C;;73
30726182;3.07.26.18-2;Lesões ligamentares agudas - tratamento cirúrgico;8A;;73
30726190;3.07.26.19-0;Lesões ligamentares periféricas crônicas - tratamento cirúrgico;9B;;73
30726204;3.07.26.20-4;Liberação lateral e facectomias - tratamento cirúrgico;8A;;73
30726212;3.07.26.21-2;Meniscorrafia - tratamento cirúrgico;7A;;73
30726220;3.07.26.22-0;Osteotomias ao nível do joelho - tratamento cirúrgico;8B;;73
30726239;3.07.26.23-9;Realinhamentos do aparelho extensor - tratamento cirúrgico;7B;;73
30726247;3.07.26.24-7;Reconstruções ligamentares do pivot central - tratamento cirúrgico;9A;;73
30726255;3.07.26.25-5;Revisões de artroplastia total - tratamento cirúrgico;9C;;73
30726263;3.07.26.26-3;Revisões de realinhamentos do aparelho extensor - tratamento cirúrgico;9A;;73
30726271;3.07.26.27-1;Revisões de reconstruções intra-articulares - tratamento cirúrgico;9A;;73
30726280;3.07.26.28-0;Toalete cirúrgica - correção de joelho flexo - tratamento cirúrgico;7B;;73
30726298;3.07.26.29-8;Transplantes homólogos ao nível do joelho - tratamento cirúrgico;9A;;73
30726301;3.07.26.30-1;Tratamento cirúrgico de luxações / artrodese / contraturas com fixador externo;8A;;73
30727022;3.07.27.02-2;Alongamento com fixador dinâmico - tratamento cirúrgico;8A;;74
30727030;3.07.27.03-0;Alongamento dos ossos da perna - tratamento cirúrgico;8A;;74
30727049;3.07.27.04-9;Amputação de perna - tratamento cirúrgico;7C;;74
30727057;3.07.27.05-7;Biópsia cirúrgica de tíbia ou fíbula;3C;;74
30727065;3.07.27.06-5;Correção de deformidade adquirida de tíbia com fixador externo;8A;;74
30727073;3.07.27.07-3;Correção de deformidades congênitas na perna com fixador externo;8C;;74
30727081;3.07.27.08-1;Encurtamento dos ossos da perna - tratamento cirúrgico;8A;;74
30727090;3.07.27.09-0;Epifisiodese de tíbia / fíbula - tratamento cirúrgico;6A;;74
30727111;3.07.27.11-1;Fraturas de fíbula (inclui o descolamento epifisário) - tratamento cirúrgico;7C;;74
30727120;3.07.27.12-0;Fraturas de fíbula - (inclui descolamento epifisário) - redução incruenta;3A;;74
30727138;3.07.27.13-8;Fraturas de tíbia associada ou não a fíbula (inclui descolamento epifisário) - tratamento;9A;;74
30727146;3.07.27.14-6;Fraturas de tíbia e fíbula (inclui descolamento epifisário) - redução incruenta;3A;;74
30727154;3.07.27.15-4;Osteomielite dos ossos da perna - tratamento cirúrgico;6A;;74
30727162;3.07.27.16-2;Osteotomias e/ou pseudartroses - tratamento cirúrgico;9A;;74
30727170;3.07.27.17-0;Transposição de fíbula/tíbia - tratamento cirúrgico;8C;;74
30727189;3.07.27.18-9;Tratamento cirúrgico de fraturas de tíbia com fixador externo;6A;;74
30728010;3.07.28.01-0;Amputação ao nível do tornozelo - tratamento cirúrgico;7C;;74
30728029;3.07.28.02-9;Artrite ou osteoartrite - tratamento cirúrgico;6A;;74
30728037;3.07.28.03-7;Artrodese (com ou sem alongamento simultâneo) com fixador externo;8C;;74
30728045;3.07.28.04-5;Artrodese ao nível do tornozelo - tratamento cirúrgico;8C;;74
30728053;3.07.28.05-3;Artroplastia de tornozelo (com implante) - tratamento cirúrgico;9B;;74
30728061;3.07.28.06-1;Artrorrise do tornozelo - tratamento cirúrgico;8A;;74
30728070;3.07.28.07-0;Artrotomia de tornozelo - tratamento cirúrgico;6C;;74
30728100;3.07.28.10-0;Fraturas / pseudartroses / artroses / com fixador externo dinâmico - tratamento cirúrgico;8B;;75
30728118;3.07.28.11-8;Fraturas e/ou luxações ao nível do tornozelo - redução incruenta;3A;;75
30728126;3.07.28.12-6;Fraturas e/ou luxações ao nível do tornozelo - tratamento cirúrgico;8C;;75
30728134;3.07.28.13-4;Lesões ligamentares agudas ao nível do tornozelo - tratamento incruento;3A;;75
30728142;3.07.28.14-2;Lesões ligamentares agudas ao nível do tornozelo - tratamento cirúrgico;8C;;75
30728150;3.07.28.15-0;Lesões ligamentares crônicas ao nível do tornozelo - tratamento cirúrgico;7C;;75
30728169;3.07.28.16-9;Osteocondrite de tornozelo - tratamento cirúrgico;7B;;75
30728177;3.07.28.17-7;Pseudartroses ou osteotomias - tratamento cirúrgico;8B;;75
30729017;3.07.29.01-7;Amputação ao nível do pé - tratamento cirúrgico;7C;;75
30729025;3.07.29.02-5;Amputação/desarticulação de pododáctilos (por segmento) - tratamento cirúrgico;4C;;75
30729033;3.07.29.03-3;Artrite ou osteoartrite dos ossos do pé (inclui osteomielite) - tratamento cirúrgico;3C;;75
30729041;3.07.29.04-1;Artrodese de tarso e/ou médio pé - tratamento cirúrgico;8A;;75
30729050;3.07.29.05-0;Artrodese metatarso - falângica ou interfalângica - tratamento cirúrgico;6A;;75
30729068;3.07.29.06-8;Biópsia cirúrgica dos ossos do pé;3B;;75
30729084;3.07.29.08-4;Correção de deformidades do pé com fixador externo dinâmico - tratamento cirúrgico;6A;;75
30729092;3.07.29.09-2;Correção de pé torto congênito com fixador externo;6A;;75
30729106;3.07.29.10-6;Deformidade dos dedos - tratamento cirúrgico;3C;;75
30729114;3.07.29.11-4;Exérese ungueal;2B;;75
30729122;3.07.29.12-2;Fasciotomia ou ressecção de fascia plantar - tratamento cirúrgico;4C;;75
30729149;3.07.29.14-9;Fratura e/ou luxações do pé (exceto antepé) - redução incruenta;2C;;75
30729157;3.07.29.15-7;Fratura e/ou luxações do pé (exceto antepé) - tratamento cirúrgico;6A;;75
30729173;3.07.29.17-3;Fraturas e/ou luxações do antepé - tratamento cirúrgico;5A;;76
30729181;3.07.29.18-1;Hallux valgus (um pé) - tratamento cirúrgico;7A;;76
30729190;3.07.29.19-0;Osteotomia ou pseudartrose do tarso e médio pé - tratamento cirúrgico;6C;;76
30729203;3.07.29.20-3;Osteotomia ou pseudartrose dos metatarsos/falanges - tratamento cirúrgico;6B;;76
30729211;3.07.29.21-1;Osteotomias / fraturas com fixador externo;5C;;76
30729220;3.07.29.22-0;Pé plano/pé cavo/coalisão tarsal - tratamento cirúrgico;8A;;76
30729238;3.07.29.23-8;Pé torto congênito (um pé) - tratamento cirúrgico;8B;;76
30729246;3.07.29.24-6;Ressecção de osso do pé - tratamento cirúrgico;5C;;76
30729254;3.07.29.25-4;Retração cicatricial dos dedos;5B;;76
30729262;3.07.29.26-2;Rotura do tendão de Aquiles - tratamento incruento;2C;;76
30729270;3.07.29.27-0;Rotura do tendão de Aquiles - tratamento cirúrgico;6A;;76
30729289;3.07.29.28-9;Tratamento cirúrgico da sindactilia complexa e /ou múltipla;9A;;76
30729297;3.07.29.29-7;Tratamento cirúrgico da sindactilia simples;6A;;76
30729300;3.07.29.30-0;Tratamento cirúrgico de gigantismo;9B;;76
30729319;3.07.29.31-9;Tratamento cirúrgico de linfedema ao nível do pé;9A;;76
30729327;3.07.29.32-7;Tratamento cirúrgico de polidactilia múltipla e/ou complexa;9B;;76
30729335;3.07.29.33-5;Tratamento cirúrgico de polidactilia simples;3C;;76
30729343;3.07.29.34-3;Tratamento cirúrgico do mal perfurante plantar;9B;;76
30730015;3.07.30.01-5;Alongamento;2C;;76
30730023;3.07.30.02-3;Biópsia de músculo;2B;;76
30730031;3.07.30.03-1;Desbridamento cirúrgico de feridas ou extremidades;3B;;76
30730040;3.07.30.04-0;Desinserção ou miotomia;3C;;76
30730058;3.07.30.05-8;Dissecção muscular;3C;;76
30730066;3.07.30.06-6;Drenagem cirúrgica do psoas;5B;;76
30730074;3.07.30.07-4;Fasciotomia;4C;;76
30730082;3.07.30.08-2;Fasciotomia - por compartimento;3B;;76
30730090;3.07.30.09-0;Fasciotomias (descompressivas);4C;;76
30730104;3.07.30.10-4;Fasciotomias acima do punho;4C;;76
30730112;3.07.30.11-2;Miorrafias;3C;;76
30730120;3.07.30.12-0;Terapia por ondas de choque extracorpórea em partes moles - acompanhamento 1ª aplicação;8A;60,000;76
30730155;3.07.30.15-5;Transposição muscular;4C;;77
30731011;3.07.31.01-1;Abertura de bainha tendinosa - tratamento cirúrgico;3C;;77
30731020;3.07.31.02-0;Biópsias cirúrgicas de tendões, bursas e sinóvias;3B;;77
30731038;3.07.31.03-8;Bursectomia - tratamento cirúrgico;3C;;77
30731046;3.07.31.04-6;Cisto sinovial - tratamento cirúrgico;3B;;77
30731054;3.07.31.05-4;Encurtamento de tendão - tratamento cirúrgico;3C;;77
30731062;3.07.31.06-2;Sinovectomia - tratamento cirúrgico;5B;;77
30731070;3.07.31.07-0;Tenoartroplastia para ossos do carpo;6A;;77
30731089;3.07.31.08-9;Tenodese;5B;;77
30731097;3.07.31.09-7;Tenólise no túnel osteofibroso;6A;;77
30731100;3.07.31.10-0;Tenólise/tendonese - tratamento cirúrgico;4C;;77
30731119;3.07.31.11-9;Tenoplastia / enxerto de tendão - tratamento cirúrgico;6A;;77
30731127;3.07.31.12-7;Tenoplastia de tendão em outras regiões;4C;;77
30731135;3.07.31.13-5;Tenorrafia múltipla em outras regiões;4C;;77
30731143;3.07.31.14-3;Tenorrafia no túnel osteofibroso - mais de 2 dígitos;6A;;77
30731151;3.07.31.15-1;Tenorrafia no túnel osteofibroso até 2 dígitos;4C;;77
30731160;3.07.31.16-0;Tenorrafia única em outras regiões;3C;;77
30731178;3.07.31.17-8;Tenossinovectomia de mão ou punho;4C;;77
30731186;3.07.31.18-6;Tenossinovites estenosantes - tratamento cirúrgico;2C;;77
30731194;3.07.31.19-4;Tenossinovites infecciosas - drenagem;3B;;77
30731208;3.07.31.20-8;Tenotomia;5B;;77
30731216;3.07.31.21-6;Transposição de mais de 1 tendão - tratamento cirúrgico;6A;;77
30731224;3.07.31.22-4;Transposição única de tendão;4C;;77
30731232;3.07.31.23-2;Tumores de tendão ou sinovial - tratamento cirúrgico;3C;;77
30732018;3.07.32.01-8;Curetagem ou ressecção em bloco de tumor com reconstrução e enxerto vascularizado;11A;;77
30732026;3.07.32.02-6;Enxerto ósseo;8B;;77
30732034;3.07.32.03-4;Ressecção da lesão com cimentação e osteosíntese;9A;;77
30732050;3.07.32.05-0;Terapia por ondas de choque extracorpórea em partes ósseas - acompanhamento 1ª aplicação;8A;60,000;77
30732069;3.07.32.06-9;Terapia por ondas de choque extracorpórea em partes ósseas - acompanhamento reaplicações;4C;60,000;77
30732093;3.07.32.09-3;Tumor ósseo (ressecção e artrodese);8C;;78
30732107;3.07.32.10-7;Tumor ósseo (ressecção e cimento);8C;;78
30732115;3.07.32.11-5;Tumor ósseo (ressecção e enxerto);9C;;78
30732123;3.07.32.12-3;Tumor ósseo (ressecção segmentar);8A;;78
30732131;3.07.32.13-1;Tumor ósseo (ressecção simples);8A;;78
30733014;3.07.33.01-4;Sinovectomia total;9C;33,800;78
30733022;3.07.33.02-2;Sinovectomia parcial ou subtotal;8C;33,800;78
30733030;3.07.33.03-0;Condroplastia (com remoção de corpos livres);8C;33,800;78
30733049;3.07.33.04-9;Osteocondroplastia – estabilização, ressecção e/ou plastia #;10C;38,500;78
30733057;3.07.33.05-7;Meniscectomia - um menisco;8C;33,800;78
30733065;3.07.33.06-5;Reparo ou sutura de um menisco;10C;38,500;78
30733073;3.07.33.07-3;Reconstrução, retencionamento ou reforço do ligamento cruzado anterior ou posterior #;10C;38,500;78
30733081;3.07.33.08-1;Fratura com redução e/ou estabilização da superfície articular - um compartimento #;9C;33,800;78
30733090;3.07.33.09-0;Tratamento cirúrgico da artrofibrose #;10B;38,500;78
30733103;3.07.33.10-3;Instabilidade femoro-patelar, release lateral da patela, retencionamento, reforço ou recon;10C;38,500;78
30734010;3.07.34.01-0;Sinovectomia total;9C;33,800;78
30734029;3.07.34.02-9;Sinovectomia parcial ou subtotal;8C;33,800;78
30734037;3.07.34.03-7;Condroplastia (com remoção de corpos livres);8C;33,800;78
30734045;3.07.34.04-5;Osteocondroplastia - estabilização, ressecção e ou plastia (enxertia) #;10C;38,500;78
30734053;3.07.34.05-3;Reconstrução, retencionamento ou reforço de ligamento;10C;38,500;78
30734061;3.07.34.06-1;Fraturas – redução e estabilização de cada superfície;9C;33,800;78
30735017;3.07.35.01-7;Sinovectomia total;9C;33,800;79
30735025;3.07.35.02-5;Sinovectomia parcial ou subtotal;8C;33,800;79
30735033;3.07.35.03-3;Acromioplastia;9C;33,800;78
30735050;3.07.35.05-0;Luxação gleno-umeral;10C;38,500;79
30735068;3.07.35.06-8;Ruptura do manguito rotador;10C;38,500;79
30735076;3.07.35.07-6;Instabilidade multidirecional;10C;38,500;78
30735084;3.07.35.08-4;Ressecção lateral da clavícula;9C;33,800;79
30735092;3.07.35.09-2;Tenotomia da porção longa do bíceps;9C;33,800;79
30736013;3.07.36.01-3;Sinovectomia total;9C;33,800;79
30736021;3.07.36.02-1;Sinovectomia parcial ou subtotal;8C;33,800;79
30736030;3.07.36.03-0;Condroplastia (com remoção de corpos livres);8C;33,800;79
30736048;3.07.36.04-8;Osteocondroplastia – estabilização, ressecção e/ou plastia (enxertia) #;9C;33,800;79
30736056;3.07.36.05-6;Reconstrução, retencionamento ou reforço de ligamento #;9C;33,800;79
30736064;3.07.36.06-4;Fraturas: redução e estabilização para cada superfície;9B;33,800;79
30737010;3.07.37.01-0;Sinovectomia total;9C;33,800;79
30737028;3.07.37.02-8;Sinovectomia parcial ou subtotal;8C;33,800;79
30737036;3.07.37.03-6;Condroplastia (com remoção de corpos livres);8C;33,800;79
30737044;3.07.37.04-4;Osteocondroplastia – estabilização, ressecção e/ou plastia (enxertia);10C;38,500;79
